question,option1,option2,option3,option4,year,level,shift,answer,topic,subtopic
"In $$\triangle$$ABC, D is a point on AC such that AB = BD = DC. If $$\angle$$BAD = $$70^\circ$$, then the measure of $$\angle$$B is:",$$75^\circ$$,$$82^\circ$$,$$80^\circ$$,$$70^\circ$$,2019,M,6th June Shift 3,A,Geometry,Congruence and Similarity of Triangles
"The efficiencies of A, B and C are in the ratio 5 : 3: 8. Working together they can complete a work in 30 days. A and B worked together for 20 days. The remaining work will be completed by C alone in:",40 days,36 days,30 days,32 days,2019,E,6th June Shift 2,A,Arithmetic,Time & Work
"If $$\frac{\cos^2 \theta}{\cot^2 \theta - \cos^2 \theta} = 3, 0^\circ < \theta < 90^\circ$$, then the value of $$\cot \theta + cosec \theta$$ is:",$$\sqrt3$$,$$\frac{\sqrt3}{2}$$,$$2\sqrt3$$,$$3\frac{\sqrt3}{4}$$,2019,E,6th June Shift 2,A,Trigonometry,Trigonometric Ratios and Identities
"If $$2x^2 + y^2 + 6x - 2xy + 9 = 0$$, then the value of $$(4x^3 - y^3 + x^2y^2)$$ is:",0,9,-3,-9,2019,E,6th June Shift 2,A,Algebra,Identities
"The table shows the production of different types of cars (in thousands).
https://cracku.in/media/uploads/Screenshot_11_sTEus6D.png                                                                                                                                                                       The total production of all type of cars, except type B, in 2012 is what percent less than the total production of all types of cars in 2016?",40,25.8,26.7,42,2019,H,6th June Shift 2,A,Data Interpretation,Tables
"If a 9-digit number 32x4115y2 is divisible by 88, then the value of (4x - y) for the smallest possible value of y, is:",31,20,1,11,2019,E,6th June Shift 2,A,Arithmetic,Divisibility & Remainder
"A circle is inscribed in $$\triangle$$ABC, touching AB at P, BC at Q and AC at R. If AR the perimeter of $$\triangle$$ABC is:",36 cm,32 cm,37 cm,40 cm,2019,E,6th June Shift 1,A,Geometry,Congruence and Similarity of Triangles
$$\frac{\sin \theta - \cos \theta + 1}{\sin \theta + \cos \theta - 1}$$ = ?,$$\sec \theta + \tan \theta$$,$$\sec \theta \tan \theta$$,$$\sec \theta - \tan \theta$$,$$\sec \theta \sin \theta$$,2019,E,6th June Shift 1,A,Trigonometry,Trigonometric Ratios and Identities
"The table shows the production of different types of cars by a company (in thousands) in 5 years.                                                                                                    https://cracku.in/media/uploads/Screenshot_10_ERoQFIq.png                                                                                                                                                                           If the data related to the production of cars in 2018 is represented by pie chart, then the central angle of the sector representing the production of type C cars will be:",$$72^\circ$$,$$91^\circ$$,$$59^\circ$$,$$93^\circ$$,2019,H,6th June Shift 1,A,Data Interpretation,Tables
The table shows the production of different types of cars by a company (in thousands) in 5 years.                                                                                                       https://cracku.in/media/uploads/Screenshot_10_luck1tM.png                                                                                                                                                                        What is the ratio of the total production of type C cars in 2015 and type D cars in 2017 taken together to the total production of type B cars in 2016 and type A cars in 2017 taken together?,04:03,13:10,11:09,12:11,2019,H,6th June Shift 1,A,Data Interpretation,Tables
"When x is subtracted from each of 21, 22, 60 and 64, the numbers so obtained, in this order, are in proportion. What is the mean proportional between (x + 1) and (7x + 8) ?",24,18,21,27,2019,H,6th June Shift 1,A,Arithmetic,Ratio & Proportion
The value of $$\sqrt{\sec^2 \theta + cosec^2 \theta} \times \sqrt{\tan^2 \theta - \sin^2 \theta}$$ is equal to:,$$\sin \theta \sec^2 \theta$$,$$cosec \theta \sec^2 \theta$$,$$cosec \theta \cos^2 \theta$$,$$\sin \theta \cos^2 \theta$$,2019,E,6th June Shift 1,A,Trigonometry,Trigonometric Ratios and Identities
"A sum of ₹15,000 is lent at 16% p.a. compound interest. What is the difference between the compound interest for the second year and the third year?",₹445.44,₹544,₹454.88,₹548,2019,E,6th June Shift 1,A,Arithmetic,SI & CI
"A person sold an article at a loss of Had he sold it at a gain of 10.5%. he would have received ₹92.50 more. To gain 12%, he should have sold it for:",₹540.50,₹537.40,₹560,₹580,2019,M,6th June Shift 1,A,Arithmetic,Profit & Loss
"In $$\triangle$$ACE, B and D are the points on side AC and CE,respectively, such that BD $$\parallel$$ AE and AE = $$\frac{8}{3}$$ BD. What is the ratio of the area of $$\triangle$$BDC to that of $$\triangle$$AEC?",09:16,0.419444444,03:08,08:11,2019,M,6th June Shift 3,B,Geometry,Congruence and Similarity of Triangles
"PQRS is a cyclic quadrilateral. If angle P is three times the angle R and angle S is five times the angle Q,then the sum of the angles Q and R is:",$$65^\circ$$,$$75^\circ$$,$$72^\circ$$,$$70^\circ$$,2019,M,6th June Shift 3,B,Geometry,Quadrilaterals
"If a + b + c = 2, $$a^2 + b^2 + c^2 = 26$$, then the value of $$a^3 + b^3 + c^3 - 3 abc$$ is:",71,74,78,69,2019,E,6th June Shift 3,B,Algebra,Identities
"If a 10-digit number 2094x843y2 is divisible by 88, then the value of (5x—7y) for the largest possible value of x, is:",3,5,2,6,2019,E,6th June Shift 3,B,Arithmetic,Divisibility & Remainder
The table shows the production of different types of cars (in thousands).                                                                                                                                                  https://cracku.in/media/uploads/Screenshot_12_ly3VZHV.png                                                                                                                                                                              The ratio of the total production of type A cars in 2017 and type D cars in 2015 to the total production of type B and type E cars in 2013 is:,07:08,04:03,08:07,03:04,2019,H,6th June Shift 3,B,Data Interpretation,Tables
"If $$a + \frac{1}{a} = 3,  then   \left(a^4 + \frac{1}{a^4}\right)$$ is equal to:",81,47,27,77,2019,M,6th June Shift 3,B,Algebra,Identities
"AB and CD are two parallel chords of a circle such that AB = 6 cm and CD = 2AB. Both chords are on the same side of the center of the circle. If the distance between them is equal to one-fourth of the length of CD, then the radius of the circle is:",$$3\sqrt5$$ cm,$$4\sqrt3$$ cm,$$4\sqrt5$$ cm,$$5\sqrt3$$ cm,2019,E,4th June Shift 3,A,Geometry,"Circles,Chords & Tangents"
"The ratio of the efficiencies of A, B and C is 7 : 5 : 4. Working together, they can finish a work in 35 days. A and B work together for 28 days. The remaining work will be completed (in days) by C alone:",56,63,49,60,2019,E,4th June Shift 3,A,Arithmetic,Time & Work
"If the 8-digit number 179x091y is divisible by 88, the value of (5x — 8y) is:",4,7,9,5,2019,E,4th June Shift 3,A,Arithmetic,Divisibility & Remainder
"If x is added to each of 12, 28, 21 and 45, the numbers so obtained, in this order, are in proportion. What is the mean proportional between (x +3) and (4x+ 1)?",15,18,10,12,2019,M,4th June Shift 3,A,Arithmetic,Ratio & Proportion
"The areas of the three adjacent faces of a cuboid are 32 $$cm^2$$, 24 $$cm^2$$ and 48 $$cm^2$$ . What is the volume of the cuboid?",192 $$cm^3$$,256 $$cm^3$$,288 $$cm^3$$,128 $$cm^3$$,2019,E,4th June Shift 3,A,Mensuration,Solid Figures
"The value of $$\theta$$, when $$\sqrt3 \cos \theta + \sin \theta = 1 (0^\circ \leq \theta \leq 90^\circ)$$, is:",$$90^\circ$$,$$30^\circ$$,$$60^\circ$$,$$0^\circ$$,2019,E,4th June Shift 3,A,Trigonometry,Trigonometric Ratios and Identities
"If $$\cos \theta = \frac{2p}{1 + p^2}$$, then $$\tan \theta$$ is equal to:",$$\frac{1 - p^2}{2p}$$,$$\frac{p^2}{1 + p^2}$$,$$\frac{1 - p^2}{1 + p^2}$$,$$\frac{2p}{1 - p^2}$$,2019,E,4th June Shift 2,A,Trigonometry,Trigonometric Ratios and Identities
"The average weight of a certain number of students in a class is 68.5 kg. If 4 new students having weights 72.2 kg, 70.8 kg, 70.3 kg and 66.7 kg join the class, then the average weight of all the students increases by 300 g. The number of students in the class, initially, is:",16,21,11,26,2019,E,4th June Shift 2,A,Arithmetic,Average 
"The table shows the production of different types of cars (in thousands).
https://cracku.in/media/uploads/Screenshot_8_zBu27FX.png
If the data regarding the production of cars of type B is represented by a pie-chart. then the angle of the sector representing the production of cars in 2016 will be:",$$80^\circ$$,$$72^\circ$$,$$96^\circ$$,$$60^\circ$$,2019,H,4th June Shift 2,A,Data Interpretation,Tables
"The ratio of the ages of A and B. four years ago. was 4 : 5, Eight years from now, the ratio of the ages of A and B will be 11 : 13. What is the sum of their present ages?",80 years,96 years,72 years,76 years,2019,E,4th June Shift 1,A,Arithmetic,Age
The table shows the production of different types of cars (in thousands).                                                                                                                                              https://cracku.in/media/uploads/Screenshot_1_ZR4jyfI.png                                                                                                                                                                         What is the ratio of the total production of cars of type A in 2014 and type C in 2013 taken together to the total production of cars of type B in 2016 and type E in 2015 taken together?,12:13,11:12,10:11,12:11,2019,H,4th June Shift 1,A,Data Interpretation,Tables
"If $$\sin \theta = \frac{p^2 -1}{p^2 + 1}$$, then $$\cos \theta $$ is equal to:",$$\frac{2p}{1+p^2}$$,$$\frac{p}{p^2-1}$$,$$\frac{p}{1+p^2}$$,$$\frac{2p}{p^2-1}$$,2019,M,4th June Shift 1,A,Trigonometry,Trigonometric Ratios and Identities
"If x + y + z = 19, $$x^2 +y^2 + z^2 = 133$$ and $$xz = y^2$$, then the difference between z and x is:",5,3,6,4,2019,E,4th June Shift 1,A,Algebra,Identities
"In a circle of radius 10 cm, with centre O. PQ and PR are two chords each of length 12 cm PO intersects chord QR at the points 5. The length of OS is:",2.8 cm,2.5 cm,3.2 cm,3 cm,2019,E,4th June Shift 1,A,Geometry,"Circles,Chords & Tangents"
"A sum amounts to ₹8,028 in 3 years and to ₹12,042 in 6 years at a certain rate percent per annum, when the interest is compounded yearly. The sum is:","₹5,352","₹5,235","₹5,325","₹5,253",2019,M,4th June Shift 1,A,Arithmetic,SI & CI
"The table shows the production of different types of cats (in thousands).
https://cracku.in/media/uploads/Screenshot_7_2x46Vnh.png 
The total production of type B cars in 2012, 2014 and 2015 taken together is approximately what percent more than the total production of type A cars in 2013 and 2016 taken together?",31.9,33.2,36.3,34.4,2019,H,4th June Shift 1,A,Data Interpretation,Tables
A person sold an article at a loss of 15%. Had he sold it for ₹30.60 more. he would have gained 9%. To gain 10%. he should have sold it for:,₹140.25,₹132,₹130,₹128.40,2019,M,4th June Shift 1,A,Arithmetic,Profit & Loss
"In a $$\triangle$$ABC, the bisectors of $$\angle$$B and $$\angle$$C meet at point O,inside the triangle. If $$\angle$$BOC = $$122^\circ$$, then the measure of $$\angle$$A is",$$64^\circ$$,$$62^\circ$$,$$72^\circ$$,$$68^\circ$$,2019,M,4th June Shift 1,A,Geometry,Congruence and Similarity of Triangles
"If x + y = 1 and xy(xy - 2) = 12, then the value of $$x^4 + y^4$$ is:",19,25,20,23,2019,E,4th June Shift 3,B,Algebra,Identities
"Three numbers are such that if the average of any two of them is added to the third number, the sums obtained are 168, 174 and 180 respectively. What is the average of the original three numbers ?",86,87,89,84,2019,E,4th June Shift 3,B,Arithmetic,Average
"If $$[8(x + y)^3 - 27(x - y)^3] \div (5y - x) = Ax^2 + Bxy + Cy^2$$, then the value of (A + B + C) is:",26,16,13,19,2019,E,4th June Shift 2,B,Algebra,Identities
"A takes 30 minutes more than B to cover a distance of 15 km at a certain speed. But if A doubles his speed, he takes one hour less than B to cover the same distance. What is the speed (in km/h) of B?",5,6,$$6\frac{1}{2}$$,$$5\frac{1}{2}$$,2019,E,4th June Shift 2,B,Arithmetic,"Speed, Time & Distance"
"The compound interest on a certain sum in $$2\frac{1}{2}$$ years at 10% p.a., interest compounded yearly, is ₹1,623 The sum is:","₹5,000","₹6,000","₹7,200","₹6,500",2019,M,4th June Shift 2,B,Arithmetic,SI & CI
"Two circles of radii 10 cm and 8 cm intersect at the points P and Q. If PQ = 12 cm, and the distance between the centers of the circles is x cm. The value of x (correct to one decimal place) is:",12.8,13.3,13.9,14.8,2019,E,4th June Shift 2,B,Geometry,"Circles,Chords & Tangents"
"A triangle ABC is inscribed in a circle with centre O. AO is produced to meet the circle at K and AD $$\perp$$ BC. If $$\angle$$B = 80$$^\circ$$ and $$\angle$$C = 64$$^\circ$$, then the measure of $$\angle$$DAK is:",$$10^\circ$$,$$16^\circ$$,$$12^\circ$$,$$20^\circ$$,2019,M,4th June Shift 2,B,Geometry,Congruence and Similarity of Triangles
If a + b + c = 10 and ab + bc + ca = 32 then $$a^3 + b^3 + c^3 - 3abc$$ is equal to:,50,40,60,70,2019,E,13th June Shift 2,B,Algebra,Identities
"In a circle with centre O, an are ABC subtends an angle of $$110^\circ$$ at the centre of the circle. The chord AB is produced to a point P. Then $$\angle$$CBP is equal to:",$$60^\circ$$,$$55^\circ$$,$$65^\circ$$,$$70^\circ$$,2019,M,13th June Shift 2,B,Geometry,"Circles,Chords & Tangents"
The Table shows the number of cars sold by three show rooms over a period of six years.                                                                                                                   https://cracku.in/media/uploads/Screenshot_6_hJ7Fb16.png                                                                                                                                                                            What is the ratio of the total cars sold by showroom B during the years 2014 and 2016 and the total cars sold by show room C during 2015 and 2016?,86 : 97,88 : 97,85 : 97,88 : 95,2019,E,13th June Shift 2,B,Data Interpretation,Tables
